author,content
Oscar Wilde,"not offend you if I state quite frankly and openly that you seem to me to be in every way the visible personification of absolute perfection. CECILY. I think your frankness does you great credit, Ernest. If you will allow me, I will copy your remarks into my diary. [Goes over to table and begins writing in diary.] ALGERNON. Do you really keep a diary? I’d give anything to look at it. May I? CECILY. Oh no. [Puts her hand over it.] You see, it is simply a very young girl’s record of her own thoughts and impressions, and consequently meant for publication. When it appears in volume form I hope you will order a copy. But pray, Ernest, don’t stop. I delight in taking down from dictation. I have reached ‘absolute perfection’. You can go on. I am quite ready for more. ALGERNON. [Somewhat taken aback.] Ahem! Ahem! CECILY. Oh, don’t cough, Ernest. When one is dictating one should speak fluently and not cough. Besides, I don’t know how to spell a cough. [Writes as Algernon speaks.] ALGERNON. [Speaking very rapidly.] Cecily, ever since I first looked upon your wonderful and incomparable beauty, I have dared to love you wildly, passionately, devotedly, hopelessly. CECILY. I don’t think that you should tell me that you love me wildly, passionately, devotedly, hopelessly. Hopelessly doesn’t seem to make much sense, does it? ALGERNON. Cecily! [Enter Merriman.] MERRIMAN. The dog-cart is waiting, sir. ALGERNON. Tell it to come round next week, at the same hour. MERRIMAN. [Looks at Cecily, who makes no sign.] Yes, sir. [Merriman retires.] CECILY. Uncle Jack would be very much annoyed if he knew you were staying on till next week, at the same hour. ALGERNON. Oh, I don’t care about Jack. I don’t care for anybody in the whole world but you. I love you, Cecily. You will marry me, won’t you? CECILY. You silly boy! Of course. Why, we have been engaged for the last three months. ALGERNON. For the last three months? CECILY. Yes, it will be exactly three months on Thursday. ALGERNON. But how did we become engaged? CECILY. Well, ever since dear Uncle Jack first confessed to us that he had a younger brother who was very wicked and bad, you of course have formed the chief topic of conversation between myself and Miss Prism. And of course a man who is much talked about is always very attractive. One feels there must be something in him, after all. I daresay it was foolish of me, but I fell in love with you, Ernest. ALGERNON. Darling! And when was the engagement actually settled? CECILY. On the 14th of February last. Worn out by your entire ignorance of my existence, I determined to end the matter one way or the other, and after a long struggle with myself I accepted you under this dear old tree here. The next day I bought this little ring in your name, and this is the little bangle with"
Oscar Wilde,"the true lover’s knot I promised you always to wear. ALGERNON. Did I give you this? It’s very pretty, isn’t it? CECILY. Yes, you’ve wonderfully good taste, Ernest. It’s the excuse I’ve always given for your leading such a bad life. And this is the box in which I keep all your dear letters. [Kneels at table, opens box, and produces letters tied up with blue ribbon.] ALGERNON. My letters! But, my own sweet Cecily, I have never written you any letters. CECILY. You need hardly remind me of that, Ernest. I remember only too well that I was forced to write your letters for you. I wrote always three times a week, and sometimes oftener. ALGERNON. Oh, do let me read them, Cecily? CECILY. Oh, I couldn’t possibly. They would make you far too conceited. [Replaces box.] The three you wrote me after I had broken off the engagement are so beautiful, and so badly spelled, that even now I can hardly read them without crying a little. ALGERNON. But was our engagement ever broken off? CECILY. Of course it was. On the 22nd of last March. You can see the entry if you like. [Shows diary.] ‘To-day I broke off my engagement with Ernest. I feel it is better to do so. The weather still continues charming.’ ALGERNON. But why on earth did you break it off? What had I done? I had done nothing at all. Cecily, I am very much hurt indeed to hear you broke it off. Particularly when the weather was so charming. CECILY. It would hardly have been a really serious engagement if it hadn’t been broken off at least once. But I forgave you before the week was out. ALGERNON. [Crossing to her, and kneeling.] What a perfect angel you are, Cecily. CECILY. You dear romantic boy. [He kisses her, she puts her fingers through his hair.] I hope your hair curls naturally, does it? ALGERNON. Yes, darling, with a little help from others. CECILY. I am so glad. ALGERNON. You’ll never break off our engagement again, Cecily? CECILY. I don’t think I could break it off now that I have actually met you. Besides, of course, there is the question of your name. ALGERNON. Yes, of course. [Nervously.] CECILY. You must not laugh at me, darling, but it had always been a girlish dream of mine to love some one whose name was Ernest. [Algernon rises, Cecily also.] There is something in that name that seems to inspire absolute confidence. I pity any poor married woman whose husband is not called Ernest. ALGERNON. But, my dear child, do you mean to say you could not love me if I had some other name? CECILY. But what name? ALGERNON. Oh, any name you like—Algernon—for instance . . . CECILY. But I don’t like the name of Algernon. ALGERNON. Well, my own dear, sweet, loving little darling, I really can’t see why you should object to the name of Algernon. It is not"
Oscar Wilde,"at all a bad name. In fact, it is rather an aristocratic name. Half of the chaps who get into the Bankruptcy Court are called Algernon. But seriously, Cecily . . . [Moving to her] . . . if my name was Algy, couldn’t you love me? CECILY. [Rising.] I might respect you, Ernest, I might admire your character, but I fear that I should not be able to give you my undivided attention. ALGERNON. Ahem! Cecily! [Picking up hat.] Your Rector here is, I suppose, thoroughly experienced in the practice of all the rites and ceremonials of the Church? CECILY. Oh, yes. Dr. Chasuble is a most learned man. He has never written a single book, so you can imagine how much he knows. ALGERNON. I must see him at once on a most important christening—I mean on most important business. CECILY. Oh! ALGERNON. I shan’t be away more than half an hour. CECILY. Considering that we have been engaged since February the 14th, and that I only met you to-day for the first time, I think it is rather hard that you should leave me for so long a period as half an hour. Couldn’t you make it twenty minutes? ALGERNON. I’ll be back in no time. [Kisses her and rushes down the garden.] CECILY. What an impetuous boy he is! I like his hair so much. I must enter his proposal in my diary. [Enter Merriman.] MERRIMAN. A Miss Fairfax has just called to see Mr. Worthing. On very important business, Miss Fairfax states. CECILY. Isn’t Mr. Worthing in his library? MERRIMAN. Mr. Worthing went over in the direction of the Rectory some time ago. CECILY. Pray ask the lady to come out here; Mr. Worthing is sure to be back soon. And you can bring tea. MERRIMAN. Yes, Miss. [Goes out.] CECILY. Miss Fairfax! I suppose one of the many good elderly women who are associated with Uncle Jack in some of his philanthropic work in London. I don’t quite like women who are interested in philanthropic work. I think it is so forward of them. [Enter Merriman.] MERRIMAN. Miss Fairfax. [Enter Gwendolen.] [Exit Merriman.] CECILY. [Advancing to meet her.] Pray let me introduce myself to you. My name is Cecily Cardew. GWENDOLEN. Cecily Cardew? [Moving to her and shaking hands.] What a very sweet name! Something tells me that we are going to be great friends. I like you already more than I can say. My first impressions of people are never wrong. CECILY. How nice of you to like me so much after we have known each other such a comparatively short time. Pray sit down. GWENDOLEN. [Still standing up.] I may call you Cecily, may I not? CECILY. With pleasure! GWENDOLEN. And you will always call me Gwendolen, won’t you? CECILY. If you wish. GWENDOLEN. Then that is all quite settled, is it not? CECILY. I hope so. [A pause. They both sit down together.] GWENDOLEN. Perhaps this might be a favourable opportunity"
Oscar Wilde,"for my mentioning who I am. My father is Lord Bracknell. You have never heard of papa, I suppose? CECILY. I don’t think so. GWENDOLEN. Outside the family circle, papa, I am glad to say, is entirely unknown. I think that is quite as it should be. The home seems to me to be the proper sphere for the man. And certainly once a man begins to neglect his domestic duties he becomes painfully effeminate, does he not? And I don’t like that. It makes men so very attractive. Cecily, mamma, whose views on education are remarkably strict, has brought me up to be extremely short-sighted; it is part of her system; so do you mind my looking at you through my glasses? CECILY. Oh! not at all, Gwendolen. I am very fond of being looked at. GWENDOLEN. [After examining Cecily carefully through a lorgnette.] You are here on a short visit, I suppose. CECILY. Oh no! I live here. GWENDOLEN. [Severely.] Really? Your mother, no doubt, or some female relative of advanced years, resides here also? CECILY. Oh no! I have no mother, nor, in fact, any relations. GWENDOLEN. Indeed? CECILY. My dear guardian, with the assistance of Miss Prism, has the arduous task of looking after me. GWENDOLEN. Your guardian? CECILY. Yes, I am Mr. Worthing’s ward. GWENDOLEN. Oh! It is strange he never mentioned to me that he had a ward. How secretive of him! He grows more interesting hourly. I am not sure, however, that the news inspires me with feelings of unmixed delight. [Rising and going to her.] I am very fond of you, Cecily; I have liked you ever since I met you! But I am bound to state that now that I know that you are Mr. Worthing’s ward, I cannot help expressing a wish you were—well, just a little older than you seem to be—and not quite so very alluring in appearance. In fact, if I may speak candidly— CECILY. Pray do! I think that whenever one has anything unpleasant to say, one should always be quite candid. GWENDOLEN. Well, to speak with perfect candour, Cecily, I wish that you were fully forty-two, and more than usually plain for your age. Ernest has a strong upright nature. He is the very soul of truth and honour. Disloyalty would be as impossible to him as deception. But even men of the noblest possible moral character are extremely susceptible to the influence of the physical charms of others. Modern, no less than Ancient History, supplies us with many most painful examples of what I refer to. If it were not so, indeed, History would be quite unreadable. CECILY. I beg your pardon, Gwendolen, did you say Ernest? GWENDOLEN. Yes. CECILY. Oh, but it is not Mr. Ernest Worthing who is my guardian. It is his brother—his elder brother. GWENDOLEN. [Sitting down again.] Ernest never mentioned to me that he had a brother. CECILY. I am sorry to say they have not been on good"
Oscar Wilde,"terms for a long time. GWENDOLEN. Ah! that accounts for it. And now that I think of it I have never heard any man mention his brother. The subject seems distasteful to most men. Cecily, you have lifted a load from my mind. I was growing almost anxious. It would have been terrible if any cloud had come across a friendship like ours, would it not? Of course you are quite, quite sure that it is not Mr. Ernest Worthing who is your guardian? CECILY. Quite sure. [A pause.] In fact, I am going to be his. GWENDOLEN. [Inquiringly.] I beg your pardon? CECILY. [Rather shy and confidingly.] Dearest Gwendolen, there is no reason why I should make a secret of it to you. Our little county newspaper is sure to chronicle the fact next week. Mr. Ernest Worthing and I are engaged to be married. GWENDOLEN. [Quite politely, rising.] My darling Cecily, I think there must be some slight error. Mr. Ernest Worthing is engaged to me. The announcement will appear in the _Morning Post_ on Saturday at the latest. CECILY. [Very politely, rising.] I am afraid you must be under some misconception. Ernest proposed to me exactly ten minutes ago. [Shows diary.] GWENDOLEN. [Examines diary through her lorgnettte carefully.] It is certainly very curious, for he asked me to be his wife yesterday afternoon at 5.30. If you would care to verify the incident, pray do so. [Produces diary of her own.] I never travel without my diary. One should always have something sensational to read in the train. I am so sorry, dear Cecily, if it is any disappointment to you, but I am afraid I have the prior claim. CECILY. It would distress me more than I can tell you, dear Gwendolen, if it caused you any mental or physical anguish, but I feel bound to point out that since Ernest proposed to you he clearly has changed his mind. GWENDOLEN. [Meditatively.] If the poor fellow has been entrapped into any foolish promise I shall consider it my duty to rescue him at once, and with a firm hand. CECILY. [Thoughtfully and sadly.] Whatever unfortunate entanglement my dear boy may have got into, I will never reproach him with it after we are married. GWENDOLEN. Do you allude to me, Miss Cardew, as an entanglement? You are presumptuous. On an occasion of this kind it becomes more than a moral duty to speak one’s mind. It becomes a pleasure. CECILY. Do you suggest, Miss Fairfax, that I entrapped Ernest into an engagement? How dare you? This is no time for wearing the shallow mask of manners. When I see a spade I call it a spade. GWENDOLEN. [Satirically.] I am glad to say that I have never seen a spade. It is obvious that our social spheres have been widely different. [Enter Merriman, followed by the footman. He carries a salver, table cloth, and plate stand. Cecily is about to retort. The presence of the servants"
Oscar Wilde,"exercises a restraining influence, under which both girls chafe.] MERRIMAN. Shall I lay tea here as usual, Miss? CECILY. [Sternly, in a calm voice.] Yes, as usual. [Merriman begins to clear table and lay cloth. A long pause. Cecily and Gwendolen glare at each other.] GWENDOLEN. Are there many interesting walks in the vicinity, Miss Cardew? CECILY. Oh! yes! a great many. From the top of one of the hills quite close one can see five counties. GWENDOLEN. Five counties! I don’t think I should like that; I hate crowds. CECILY. [Sweetly.] I suppose that is why you live in town? [Gwendolen bites her lip, and beats her foot nervously with her parasol.] GWENDOLEN. [Looking round.] Quite a well-kept garden this is, Miss Cardew. CECILY. So glad you like it, Miss Fairfax. GWENDOLEN. I had no idea there were any flowers in the country. CECILY. Oh, flowers are as common here, Miss Fairfax, as people are in London. GWENDOLEN. Personally I cannot understand how anybody manages to exist in the country, if anybody who is anybody does. The country always bores me to death. CECILY. Ah! This is what the newspapers call agricultural depression, is it not? I believe the aristocracy are suffering very much from it just at present. It is almost an epidemic amongst them, I have been told. May I offer you some tea, Miss Fairfax? GWENDOLEN. [With elaborate politeness.] Thank you. [Aside.] Detestable girl! But I require tea! CECILY. [Sweetly.] Sugar? GWENDOLEN. [Superciliously.] No, thank you. Sugar is not fashionable any more. [Cecily looks angrily at her, takes up the tongs and puts four lumps of sugar into the cup.] CECILY. [Severely.] Cake or bread and butter? GWENDOLEN. [In a bored manner.] Bread and butter, please. Cake is rarely seen at the best houses nowadays. CECILY. [Cuts a very large slice of cake, and puts it on the tray.] Hand that to Miss Fairfax. [Merriman does so, and goes out with footman. Gwendolen drinks the tea and makes a grimace. Puts down cup at once, reaches out her hand to the bread and butter, looks at it, and finds it is cake. Rises in indignation.] GWENDOLEN. You have filled my tea with lumps of sugar, and though I asked most distinctly for bread and butter, you have given me cake. I am known for the gentleness of my disposition, and the extraordinary sweetness of my nature, but I warn you, Miss Cardew, you may go too far. CECILY. [Rising.] To save my poor, innocent, trusting boy from the machinations of any other girl there are no lengths to which I would not go. GWENDOLEN. From the moment I saw you I distrusted you. I felt that you were false and deceitful. I am never deceived in such matters. My first impressions of people are invariably right. CECILY. It seems to me, Miss Fairfax, that I am trespassing on your valuable time. No doubt you have many other calls of a similar character to make in the"
Oscar Wilde,"neighbourhood. [Enter Jack.] GWENDOLEN. [Catching sight of him.] Ernest! My own Ernest! JACK. Gwendolen! Darling! [Offers to kiss her.] GWENDOLEN. [Draws back.] A moment! May I ask if you are engaged to be married to this young lady? [Points to Cecily.] JACK. [Laughing.] To dear little Cecily! Of course not! What could have put such an idea into your pretty little head? GWENDOLEN. Thank you. You may! [Offers her cheek.] CECILY. [Very sweetly.] I knew there must be some misunderstanding, Miss Fairfax. The gentleman whose arm is at present round your waist is my guardian, Mr. John Worthing. GWENDOLEN. I beg your pardon? CECILY. This is Uncle Jack. GWENDOLEN. [Receding.] Jack! Oh! [Enter Algernon.] CECILY. Here is Ernest. ALGERNON. [Goes straight over to Cecily without noticing any one else.] My own love! [Offers to kiss her.] CECILY. [Drawing back.] A moment, Ernest! May I ask you—are you engaged to be married to this young lady? ALGERNON. [Looking round.] To what young lady? Good heavens! Gwendolen! CECILY. Yes! to good heavens, Gwendolen, I mean to Gwendolen. ALGERNON. [Laughing.] Of course not! What could have put such an idea into your pretty little head? CECILY. Thank you. [Presenting her cheek to be kissed.] You may. [Algernon kisses her.] GWENDOLEN. I felt there was some slight error, Miss Cardew. The gentleman who is now embracing you is my cousin, Mr. Algernon Moncrieff. CECILY. [Breaking away from Algernon.] Algernon Moncrieff! Oh! [The two girls move towards each other and put their arms round each other’s waists as if for protection.] CECILY. Are you called Algernon? ALGERNON. I cannot deny it. CECILY. Oh! GWENDOLEN. Is your name really John? JACK. [Standing rather proudly.] I could deny it if I liked. I could deny anything if I liked. But my name certainly is John. It has been John for years. CECILY. [To Gwendolen.] A gross deception has been practised on both of us. GWENDOLEN. My poor wounded Cecily! CECILY. My sweet wronged Gwendolen! GWENDOLEN. [Slowly and seriously.] You will call me sister, will you not? [They embrace. Jack and Algernon groan and walk up and down.] CECILY. [Rather brightly.] There is just one question I would like to be allowed to ask my guardian. GWENDOLEN. An admirable idea! Mr. Worthing, there is just one question I would like to be permitted to put to you. Where is your brother Ernest? We are both engaged to be married to your brother Ernest, so it is a matter of some importance to us to know where your brother Ernest is at present. JACK. [Slowly and hesitatingly.] Gwendolen—Cecily—it is very painful for me to be forced to speak the truth. It is the first time in my life that I have ever been reduced to such a painful position, and I am really quite inexperienced in doing anything of the kind. However, I will tell you quite frankly that I have no brother Ernest. I have no brother at all. I never had a brother in my life, and"
Oscar Wilde,"I certainly have not the smallest intention of ever having one in the future. CECILY. [Surprised.] No brother at all? JACK. [Cheerily.] None! GWENDOLEN. [Severely.] Had you never a brother of any kind? JACK. [Pleasantly.] Never. Not even of any kind. GWENDOLEN. I am afraid it is quite clear, Cecily, that neither of us is engaged to be married to any one. CECILY. It is not a very pleasant position for a young girl suddenly to find herself in. Is it? GWENDOLEN. Let us go into the house. They will hardly venture to come after us there. CECILY. No, men are so cowardly, aren’t they? [They retire into the house with scornful looks.] JACK. This ghastly state of things is what you call Bunburying, I suppose? ALGERNON. Yes, and a perfectly wonderful Bunbury it is. The most wonderful Bunbury I have ever had in my life. JACK. Well, you’ve no right whatsoever to Bunbury here. ALGERNON. That is absurd. One has a right to Bunbury anywhere one chooses. Every serious Bunburyist knows that. JACK. Serious Bunburyist! Good heavens! ALGERNON. Well, one must be serious about something, if one wants to have any amusement in life. I happen to be serious about Bunburying. What on earth you are serious about I haven’t got the remotest idea. About everything, I should fancy. You have such an absolutely trivial nature. JACK. Well, the only small satisfaction I have in the whole of this wretched business is that your friend Bunbury is quite exploded. You won’t be able to run down to the country quite so often as you used to do, dear Algy. And a very good thing too. ALGERNON. Your brother is a little off colour, isn’t he, dear Jack? You won’t be able to disappear to London quite so frequently as your wicked custom was. And not a bad thing either. JACK. As for your conduct towards Miss Cardew, I must say that your taking in a sweet, simple, innocent girl like that is quite inexcusable. To say nothing of the fact that she is my ward. ALGERNON. I can see no possible defence at all for your deceiving a brilliant, clever, thoroughly experienced young lady like Miss Fairfax. To say nothing of the fact that she is my cousin. JACK. I wanted to be engaged to Gwendolen, that is all. I love her. ALGERNON. Well, I simply wanted to be engaged to Cecily. I adore her. JACK. There is certainly no chance of your marrying Miss Cardew. ALGERNON. I don’t think there is much likelihood, Jack, of you and Miss Fairfax being united. JACK. Well, that is no business of yours. ALGERNON. If it was my business, I wouldn’t talk about it. [Begins to eat muffins.] It is very vulgar to talk about one’s business. Only people like stock-brokers do that, and then merely at dinner parties. JACK. How can you sit there, calmly eating muffins when we are in this horrible trouble, I can’t make out. You seem to"
Oscar Wilde,"me to be perfectly heartless. ALGERNON. Well, I can’t eat muffins in an agitated manner. The butter would probably get on my cuffs. One should always eat muffins quite calmly. It is the only way to eat them. JACK. I say it’s perfectly heartless your eating muffins at all, under the circumstances. ALGERNON. When I am in trouble, eating is the only thing that consoles me. Indeed, when I am in really great trouble, as any one who knows me intimately will tell you, I refuse everything except food and drink. At the present moment I am eating muffins because I am unhappy. Besides, I am particularly fond of muffins. [Rising.] JACK. [Rising.] Well, that is no reason why you should eat them all in that greedy way. [Takes muffins from Algernon.] ALGERNON. [Offering tea-cake.] I wish you would have tea-cake instead. I don’t like tea-cake. JACK. Good heavens! I suppose a man may eat his own muffins in his own garden. ALGERNON. But you have just said it was perfectly heartless to eat muffins. JACK. I said it was perfectly heartless of you, under the circumstances. That is a very different thing. ALGERNON. That may be. But the muffins are the same. [He seizes the muffin-dish from Jack.] JACK. Algy, I wish to goodness you would go. ALGERNON. You can’t possibly ask me to go without having some dinner. It’s absurd. I never go without my dinner. No one ever does, except vegetarians and people like that. Besides I have just made arrangements with Dr. Chasuble to be christened at a quarter to six under the name of Ernest. JACK. My dear fellow, the sooner you give up that nonsense the better. I made arrangements this morning with Dr. Chasuble to be christened myself at 5.30, and I naturally will take the name of Ernest. Gwendolen would wish it. We can’t both be christened Ernest. It’s absurd. Besides, I have a perfect right to be christened if I like. There is no evidence at all that I have ever been christened by anybody. I should think it extremely probable I never was, and so does Dr. Chasuble. It is entirely different in your case. You have been christened already. ALGERNON. Yes, but I have not been christened for years. JACK. Yes, but you have been christened. That is the important thing. ALGERNON. Quite so. So I know my constitution can stand it. If you are not quite sure about your ever having been christened, I must say I think it rather dangerous your venturing on it now. It might make you very unwell. You can hardly have forgotten that some one very closely connected with you was very nearly carried off this week in Paris by a severe chill. JACK. Yes, but you said yourself that a severe chill was not hereditary. ALGERNON. It usen’t to be, I know—but I daresay it is now. Science is always making wonderful improvements in things. JACK. [Picking up the muffin-dish.] Oh, that"
Oscar Wilde,"is nonsense; you are always talking nonsense. ALGERNON. Jack, you are at the muffins again! I wish you wouldn’t. There are only two left. [Takes them.] I told you I was particularly fond of muffins. JACK. But I hate tea-cake. ALGERNON. Why on earth then do you allow tea-cake to be served up for your guests? What ideas you have of hospitality! JACK. Algernon! I have already told you to go. I don’t want you here. Why don’t you go! ALGERNON. I haven’t quite finished my tea yet! and there is still one muffin left. [Jack groans, and sinks into a chair. Algernon still continues eating.] ACT DROP THIRD ACT SCENE Morning-room at the Manor House. [Gwendolen and Cecily are at the window, looking out into the garden.] GWENDOLEN. The fact that they did not follow us at once into the house, as any one else would have done, seems to me to show that they have some sense of shame left. CECILY. They have been eating muffins. That looks like repentance. GWENDOLEN. [After a pause.] They don’t seem to notice us at all. Couldn’t you cough? CECILY. But I haven’t got a cough. GWENDOLEN. They’re looking at us. What effrontery! CECILY. They’re approaching. That’s very forward of them. GWENDOLEN. Let us preserve a dignified silence. CECILY. Certainly. It’s the only thing to do now. [Enter Jack followed by Algernon. They whistle some dreadful popular air from a British Opera.] GWENDOLEN. This dignified silence seems to produce an unpleasant effect. CECILY. A most distasteful one. GWENDOLEN. But we will not be the first to speak. CECILY. Certainly not. GWENDOLEN. Mr. Worthing, I have something very particular to ask you. Much depends on your reply. CECILY. Gwendolen, your common sense is invaluable. Mr. Moncrieff, kindly answer me the following question. Why did you pretend to be my guardian’s brother? ALGERNON. In order that I might have an opportunity of meeting you. CECILY. [To Gwendolen.] That certainly seems a satisfactory explanation, does it not? GWENDOLEN. Yes, dear, if you can believe him. CECILY. I don’t. But that does not affect the wonderful beauty of his answer. GWENDOLEN. True. In matters of grave importance, style, not sincerity is the vital thing. Mr. Worthing, what explanation can you offer to me for pretending to have a brother? Was it in order that you might have an opportunity of coming up to town to see me as often as possible? JACK. Can you doubt it, Miss Fairfax? GWENDOLEN. I have the gravest doubts upon the subject. But I intend to crush them. This is not the moment for German scepticism. [Moving to Cecily.] Their explanations appear to be quite satisfactory, especially Mr. Worthing’s. That seems to me to have the stamp of truth upon it. CECILY. I am more than content with what Mr. Moncrieff said. His voice alone inspires one with absolute credulity. GWENDOLEN. Then you think we should forgive them? CECILY. Yes. I mean no. GWENDOLEN. True! I had forgotten. There are principles"
Oscar Wilde,"at stake that one cannot surrender. Which of us should tell them? The task is not a pleasant one. CECILY. Could we not both speak at the same time? GWENDOLEN. An excellent idea! I nearly always speak at the same time as other people. Will you take the time from me? CECILY. Certainly. [Gwendolen beats time with uplifted finger.] GWENDOLEN and CECILY [Speaking together.] Your Christian names are still an insuperable barrier. That is all! JACK and ALGERNON [Speaking together.] Our Christian names! Is that all? But we are going to be christened this afternoon. GWENDOLEN. [To Jack.] For my sake you are prepared to do this terrible thing? JACK. I am. CECILY. [To Algernon.] To please me you are ready to face this fearful ordeal? ALGERNON. I am! GWENDOLEN. How absurd to talk of the equality of the sexes! Where questions of self-sacrifice are concerned, men are infinitely beyond us. JACK. We are. [Clasps hands with Algernon.] CECILY. They have moments of physical courage of which we women know absolutely nothing. GWENDOLEN. [To Jack.] Darling! ALGERNON. [To Cecily.] Darling! [They fall into each other’s arms.] [Enter Merriman. When he enters he coughs loudly, seeing the situation.] MERRIMAN. Ahem! Ahem! Lady Bracknell! JACK. Good heavens! [Enter Lady Bracknell. The couples separate in alarm. Exit Merriman.] LADY BRACKNELL. Gwendolen! What does this mean? GWENDOLEN. Merely that I am engaged to be married to Mr. Worthing, mamma. LADY BRACKNELL. Come here. Sit down. Sit down immediately. Hesitation of any kind is a sign of mental decay in the young, of physical weakness in the old. [Turns to Jack.] Apprised, sir, of my daughter’s sudden flight by her trusty maid, whose confidence I purchased by means of a small coin, I followed her at once by a luggage train. Her unhappy father is, I am glad to say, under the impression that she is attending a more than usually lengthy lecture by the University Extension Scheme on the Influence of a permanent income on Thought. I do not propose to undeceive him. Indeed I have never undeceived him on any question. I would consider it wrong. But of course, you will clearly understand that all communication between yourself and my daughter must cease immediately from this moment. On this point, as indeed on all points, I am firm. JACK. I am engaged to be married to Gwendolen, Lady Bracknell! LADY BRACKNELL. You are nothing of the kind, sir. And now, as regards Algernon! . . . Algernon! ALGERNON. Yes, Aunt Augusta. LADY BRACKNELL. May I ask if it is in this house that your invalid friend Mr. Bunbury resides? ALGERNON. [Stammering.] Oh! No! Bunbury doesn’t live here. Bunbury is somewhere else at present. In fact, Bunbury is dead. LADY BRACKNELL. Dead! When did Mr. Bunbury die? His death must have been extremely sudden. ALGERNON. [Airily.] Oh! I killed Bunbury this afternoon. I mean poor Bunbury died this afternoon. LADY BRACKNELL. What did he die of? ALGERNON. Bunbury? Oh, he was quite exploded. LADY"
Oscar Wilde,"BRACKNELL. Exploded! Was he the victim of a revolutionary outrage? I was not aware that Mr. Bunbury was interested in social legislation. If so, he is well punished for his morbidity. ALGERNON. My dear Aunt Augusta, I mean he was found out! The doctors found out that Bunbury could not live, that is what I mean—so Bunbury died. LADY BRACKNELL. He seems to have had great confidence in the opinion of his physicians. I am glad, however, that he made up his mind at the last to some definite course of action, and acted under proper medical advice. And now that we have finally got rid of this Mr. Bunbury, may I ask, Mr. Worthing, who is that young person whose hand my nephew Algernon is now holding in what seems to me a peculiarly unnecessary manner? JACK. That lady is Miss Cecily Cardew, my ward. [Lady Bracknell bows coldly to Cecily.] ALGERNON. I am engaged to be married to Cecily, Aunt Augusta. LADY BRACKNELL. I beg your pardon? CECILY. Mr. Moncrieff and I are engaged to be married, Lady Bracknell. LADY BRACKNELL. [With a shiver, crossing to the sofa and sitting down.] I do not know whether there is anything peculiarly exciting in the air of this particular part of Hertfordshire, but the number of engagements that go on seems to me considerably above the proper average that statistics have laid down for our guidance. I think some preliminary inquiry on my part would not be out of place. Mr. Worthing, is Miss Cardew at all connected with any of the larger railway stations in London? I merely desire information. Until yesterday I had no idea that there were any families or persons whose origin was a Terminus. [Jack looks perfectly furious, but restrains himself.] JACK. [In a clear, cold voice.] Miss Cardew is the grand-daughter of the late Mr. Thomas Cardew of 149 Belgrave Square, S.W.; Gervase Park, Dorking, Surrey; and the Sporran, Fifeshire, N.B. LADY BRACKNELL. That sounds not unsatisfactory. Three addresses always inspire confidence, even in tradesmen. But what proof have I of their authenticity? JACK. I have carefully preserved the Court Guides of the period. They are open to your inspection, Lady Bracknell. LADY BRACKNELL. [Grimly.] I have known strange errors in that publication. JACK. Miss Cardew’s family solicitors are Messrs. Markby, Markby, and Markby. LADY BRACKNELL. Markby, Markby, and Markby? A firm of the very highest position in their profession. Indeed I am told that one of the Mr. Markby’s is occasionally to be seen at dinner parties. So far I am satisfied. JACK. [Very irritably.] How extremely kind of you, Lady Bracknell! I have also in my possession, you will be pleased to hear, certificates of Miss Cardew’s birth, baptism, whooping cough, registration, vaccination, confirmation, and the measles; both the German and the English variety. LADY BRACKNELL. Ah! A life crowded with incident, I see; though perhaps somewhat too exciting for a young girl. I am not myself in favour of premature experiences."
